name,locations,taxonomy_kingdom,taxonomy_phylum,taxonomy_class,taxonomy_order,taxonomy_family,taxonomy_genus,taxonomy_scientific_name,characteristics_prey,characteristics_name_of_young,characteristics_group_behavior,characteristics_estimated_population_size,characteristics_biggest_threat,characteristics_most_distinctive_feature,characteristics_other_name(s),characteristics_gestation_period,characteristics_habitat,characteristics_diet,characteristics_average_litter_size,characteristics_lifestyle,characteristics_common_name,characteristics_number_of_species,characteristics_location,characteristics_slogan,characteristics_group,characteristics_color,characteristics_skin_type,characteristics_top_speed,characteristics_lifespan,characteristics_weight,characteristics_length,characteristics_age_of_sexual_maturity,characteristics_age_of_weaning,characteristics_litter_size,characteristics_predators,characteristics_type,characteristics_height,characteristics_distinctive_feature,characteristics_temperament,characteristics_training,characteristics_wingspan,characteristics_incubation_period,characteristics_age_of_fledgling,characteristics_average_clutch_size,characteristics_main_prey,characteristics_water_type,characteristics_age_of_independence,characteristics_nesting_location,characteristics_age_of_molting,characteristics_favorite_food,characteristics_origin,characteristics_migratory,domesticos,protegidos,exoticos
Red-Headed Vulture,['Asia'],Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Unknown,Sarcogyps calvus,Carcasses and pirated prey,Unknown,Unknown,"Less than 10,000",Nesting challenges and poisoning of food sources, Bright red head," Asian king vulture, Pondicherry vulture, Indian black vulture",Unknown,"Foothills, river valleys, wetlands, open country",Carnivore,Unknown,Unknown,Red-Headed Vulture,1.0,Northern India,Unknown,Unknown,BrownRedBlack,Feathers,30 mph,Unknown,Unknown,30 inches,Unknown,Unknown,1-3,Unknown,Bird,Unknown,Unknown,Unknown,Unknown,8.5,45 days,Unknown,1.0,Unknown,Unknown,Unknown,Crown of tall trees,Unknown,Unknown,Unknown,1.0,1,0,0
Goshawk,"['Africa', 'Central-America', 'Eurasia', 'North-America', 'Ocean', 'South-America']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis,"Hares, squirrels, grouse, pigeons, doves, crows, and others",Unknown,Unknown,Millions,Habitat loss,The barred or striped breast,None,Unknown,Woodlands and forests,Carnivore,Unknown,Unknown,Goshawk,20.0,Worldwide,Unknown,Unknown,BrownGreyRedBlackWhite,Unknown,Unknown,Up to 30 years,0.5-1.8kg (1-4lbs),Unknown,Unknown,Unknown,Unknown,"Owls, wolves, hawks, eagles, and martens",Bird,About 30-60cm (1-2ft),Unknown,Unknown,Unknown,76-121cm (30-48in),A month,Unknown,5.0,Unknown,Unknown,Unknown,Trees,1-2 months,Unknown,Unknown,1.0,0,1,0
Thrush,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Turdidae,Unknown,Unknown,"Insects, worms, snails, spiders",Unknown,Unknown,Millions,"Habitat destruction, predators",Their songs,"Storm cock, robin redbreast",Unknown,"Woodlands, forests, backyards, parks",Omnivore,Unknown,Unknown,Thrush,Unkown,Around the world,Unknown,Unknown,BrownGreyYellowRedBlue,Feathers,36 mph,2 to 12 years,0.74 to 6.2 ounces,4.7 inches to 13 inches,Unknown,Unknown,2-5,"Raccoons, crows, jays, snakes, cats, squirrels, birds of prey",Bird,Unknown,Unknown,Unknown,Unknown,8.5 to 20.9 inches,About 12 to 14 days,Unknown,Unknown,Unknown,Unknown,Unknown,"In trees, with the exception of bluebirds, who nest in cavities or nest boxes and hermit thrushes, who often nest on the ground",10 to 15 days,Unknown,Unknown,1.0,1,0,0
Rose-breasted Grosbeak,"['Central-America', 'North-America', 'South-America']",Animalia,Chordata,Aves,Passeriformes,Carinalidae,Pheucticus,Pheucticus ludovicianus,Insects,Unknown,Unknown,4.1 million,"Predators, collisions",The male’s red breast,Cut-throat,Unknown,"Woods, swamps, near rivers, second growth forests, marshes, pastures, roadsides",Omnivore,Unknown,Unknown,Rose-breasted grosbeak,1.0,"North America, Central America, northern South America, the Caribbean",Unknown,Unknown,BrownRedBlackWhitePale Rose,Feathers,Unknown,"7.3 in the wild, 24 in captivity",1.5 to 1.6 ounce,7 to 9 inches,Unknown,Unknown,One to five,Unknown,Bird,Unknown,Unknown,Unknown,Unknown,11 to 13 inches,11 to 14 days,Unknown,Unknown,Unknown,Saltwater,Unknown,"Trees, vines, shrubs",10 days,Unknown,Unknown,1.0,1,0,0
Yellow-Eyed Penguin,"['Ocean', 'Oceania']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Megadyptes,Megadyptes antipodes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,The rarest species of penguin!,Unknown,BrownGreyYellowBlackWhite,Feathers,Unknown,10 - 20 years,5kg - 8kg (11lbs - 18lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,60cm - 75cm (24in - 30in),Bright yellow head-band and pink coloured feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Treecreeper,"['Asia', 'Europe', 'Oceania']",Animalia,Chordata,Aves,Passeriformes,Certhiidae,Certhia,Certhia familiarus,"Insects, seeds",Unknown,Unknown,"40,000,000-79,999,999",Habitat loss,"Long, curved beak",Common treecreeper,Unknown,Woodlands,Omnivore,5-6 eggs,Unknown,Treecreeper,12.0,"Europe, Asia, Australia",Unknown,Unknown,BrownBlackWhiteTan,Unknown,20 mph,1-4 years,0.2-0.38 ounces,4-5 inches,Unknown,Unknown,Unknown,"Woodpeckers, hawks, pine martens",Bird,Unknown,Unknown,Unknown,Unknown,7-8 inches,13-17 days,Unknown,Unknown,Unknown,Unknown,Unknown,Behind tree bark,One year,Unknown,Unknown,1.0,1,0,0
Humboldt Penguin,"['Ocean', 'South-America']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,Spheniscus humboldti,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Ocean Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,Found on the South American coast!,Unknown,GreyBlackWhite,Feathers,Unknown,15 - 20 years,2kg - 5kg (4.4lbs - 11lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,60cm - 68cm (24in - 27in),Pink base of beak and black and white markings,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Keel-Billed Toucan,"['Central-America', 'South-America']",Animalia,Chordata,Aves,Piciformes,Ramphastidae,Ramphastos,Ramphastos sulfuratus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lowland rainforest and tropical forest borders,Omnivore,Unknown,Sociable,Unknown,Unkown,Unknown,It's beak can reach nearly 20 cm long!,Unknown,YellowRedBlackGreenOrange,Feathers,39 mph,15 - 20 years,2.1kg - 4kg (4.7lbs - 8.8lbs),Unknown,Unknown,Unknown,Unknown,"Human, Weasels, Large Birds",Bird,42cm - 55cm (17in - 22in),Small body and enormous colourful beak,Unknown,Unknown,109cm - 152cm (43in - 60in),16-20 days,Unknown,3.0,"Fruit, Eggs, Insects",Unknown,Unknown,Tree cavities,8-9 weeks,Fruit,Unknown,Unknown,1,0,0
Gentoo Penguin,"['Antarctica', 'Ocean']",Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Pygoscelis,Pygoscelis papua,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Rocky Antarctic Islands,Carnivore,2,Colony,Unknown,Unkown,Unknown,Found throughout the sub-Antarctic!,Unknown,GreyBlackWhiteOrange,Feathers,Unknown,15 - 20 years,4kg - 8kg (8.8lbs - 18lbs),Unknown,Unknown,Unknown,Unknown,"Leopard Seal, Killer Whale, Sharks",Bird,51cm - 90cm (20in - 36in),Small head with orange beak and feet,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Krill, Fish, Shrimp",Unknown,Unknown,Unknown,Unknown,Krill,Unknown,Unknown,1,0,0
Owl,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Strigiformes,Unknown,Unknown,Unknown,"Insects, rodents, rabbits, hares, and fish",Hatchlings,GroupFamily units,Unknown,Habitat loss,The massive front-facing eyes,Hooters,1-2 months,"Grasslands, forests, swamps, and others",Carnivore,Unknown,Unknown,Owl,Unkown,Worldwide,Unknown,Unknown,BrownGreyBlackWhite,Feathers,40 mph,Up to 25 years,Up to 4kg (9lbs),25-182cm (10-72in),1-2 years,Unknown,Up to 12 eggs,"Birds of prey, cats, and humans",Bird,13-71cm (5-28in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Cassowary,['Oceania'],Animalia,Chordata,Aves,Casuariiformes,Casuariidae,Casuarius,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Wet tropical forests,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Can reach speeds of 30mph!,Unknown,YellowBlueBlackTan,Feathers,31 mph,40 - 60 years,25kg - 58.5kg (55lbs - 129lbs),Unknown,Unknown,Unknown,Unknown,"Dingo, Crocodile, Humans",Bird,1.5m - 2m (59in - 79in),Sharp claws and horn-like crest,Unknown,Unknown,Wings are tiny,49 to 52 days,Unknown,5.0,"Insects, Grass, Fungi",Unknown,Unknown,The ground,9 months,Unknown,Unknown,Unknown,1,0,0
Hoopoe,"['Africa', 'Asia', 'Europe']",Animalia,Chordata,Aves,Bucerotiformes,Upupidae,Upupa,Unknown,Unknown,Chicks or hatchlings,Largely solitary,5-10 million,Unknown,Crest of feathers on the head,Unknown,Unknown,"Forests, plains, and savannas",Omnivore,Unknown,Unknown,Hoopoe,Unkown,"Europa, Asia, and Africa",Stunning bird with a stinky way to deter predators!,Birds,Unknown,Feathers,Unknown,Around 10 years in the wild,46g – 89g (1.6oz – 3.1oz),25cm - 32cm (10in – 12.6in),A few months,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44cm – 48cm (17in - 19in),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Ants, grasshoppers, beetles, crickets, and other insects",Unknown,Unknown,1,0,0
Magpie,"['Africa', 'Asia', 'Eurasia', 'Europe', 'Oceania']",Animalia,Chordata,Aves,Passeriformes,Corvidae,Pica,Pica Pica,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Open woodland, grasslands and savannas",Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,"They are found across Europe, Asia and Africa!",Unknown,BlackWhite,Feathers,20 mph,25 - 30 years,200g - 250g (7oz - 9oz),40cm - 46cm (16in - 18in),Unknown,Unknown,Unknown,"Foxes, Cats, Coyote",Bird,Unknown,Black and white markings and long wedge-shaped tail,Unknown,Unknown,52cm - 60cm (20in - 24in),Unknown,Unknown,3.0,"Fruit, Nuts, Seeds, Insects",Unknown,Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,1,0,0
Sparrowhawk,"['Africa', 'Asia', 'Europe', 'Oceania']",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus,"Birds, insects, rodents, and other mammals",Unknown,Unknown,Several million,Habitat loss,The barred plumage on the breast,Sparhawks,Unknown,Forests and woodlands,Carnivore,Unknown,Unknown,Sparrowhawk,20.0,"Europe, Asia, Africa, and Oceania",Unknown,Unknown,BrownBlackWhiteOrange,Unknown,50 mph,10-20 years,Up to 1kg (2.5lbs),Unknown,Unknown,Unknown,Unknown,"Eagles, owls, falcons, goshawks, red foxes, and martens",Bird,Up to 50cm (20in),Unknown,Unknown,Unknown,Up to 101cm (40in),A month,Unknown,Unknown,Unknown,Unknown,Unknown,Tall trees,1-2 months,Unknown,Unknown,1.0,0,1,0
Kingfisher,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Ocean', 'South-America']",Animalia,Chordata,Aves,Coraciiformes,Alcedines,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Lowland freshwater areas and river estuaries,Omnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Inhabits wetlands and woodlands worldwide!,Unknown,BrownYellowRedBlueBlackGreenOrange,Feathers,25 mph,6 - 10 years,10g - 170g (0.4oz - 6oz),Unknown,Unknown,Unknown,Unknown,"Foxes, Snakes, Raccoons",Bird,10cm - 37.5cm (4in - 15in),"Small body and long, sharp and straight beaks",Unknown,Unknown,Up to 2 feet,2 to 4 weeks,Unknown,4.0,"Fish, Shrimp, Insects, Tadpoles",Unknown,Unknown,Burrows,3 to 8 weeks,Fish,Unknown,1.0,1,0,0
Pesquet’s Parrot (Dracula Parrot),['Oceania'],Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,Psittrichas,Psittrichas fulgidus,Unknown,Unknown,Unknown,"20,000 to 49,999","Habitat destruction, overhunting for its feathers",One month,"Vulturine parrot, devil’s parrot, Pesquet's Parrot",Unknown,Rainforest,Herbivore,Unknown,Unknown,Dracula parrot,Unkown,New Guinea,Unknown,Unknown,GreyRedBlack,Unknown,Unknown, It’s one of only three parrots with naked faces.,"20,000 to 49,999","Its black, featherless face",Unknown,"Vulturine parrot, devil’s parrot, Pesquet's Parrot",Two,"Humans, snakes, bats, birds of prey",Bird,"Habitat destruction, overhunting for its feathers",Unknown,Two,"Humans, snakes, bats, birds of prey",9 to 9.8 inches,One month,Unknown,Unknown,Unknown,Unknown,Unknown,"A mature, hollow tree",12 weeks,Unknown,Unknown,Unknown,1,0,0
Duck,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Ocean', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Anseriformes,Anatidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Rivers, lakes and woodland wetlands",Omnivore,Unknown,Pack,Unknown,Unkown,Unknown,Rows of tiny plates line their teeth!,Unknown,BrownGreyYellowBlackWhiteGreen,Feathers,88 mph,4 - 8 years,0.7kg - 1.4kg (1.5lbs - 3lbs),30cm - 50cm (12in - 20in),Unknown,Unknown,Unknown,Unknown,Bird,Unknown,"Long, broad beak and webbed feet",Unknown,Unknown,60cm - 80cm (24in - 31in),Unknown,Unknown,5.0,"Insects, Frogs, Plants, Shellfish",Unknown,Unknown,Unknown,Unknown,Insects,Unknown,Unknown,1,0,0
Willow Warbler,"['Africa', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Phylloscopidae,Phylloscopus,Phylloscopus trochilus,Insects and spiders,"Nestling, fledgling",Solitary,400-600 million,Habitat loss,Clear yellow stripe on eye,Unknown,10 days,"Open woodlands, trees",Carnivore,Unknown,Unknown,King Cobra,3.0,Europe and Africa,Unknown,Flock,YellowGreen,Feathers,Unknown,5 years,half an ounce,Unknown,one year,21 days,4-8,Raptors and cats,Passerine,5 inches,Unknown,Unknown,Unknown,seven inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0
Silkie Chicken,['Asia'],Animalia,Chordata,Aves,Galliformes,Phasianidae,Gallus,Gallus gallus,Unknown,chick,Flock,Unknown,racoons,Fluffy feathers,Silky or Chinese Silk Chicken,Incubation period- 20 to 21 days,"farm, yards",Omnivore,Unknown,Unknown,Silkie,Unkown,Unknown,Unknown,flock,GreyBlueBlackWhite,Feathers,Unknown,7-9 years,1.5-3 pounds,Unknown,"Hens- 8 to 10 months, Cockerels- 10 to 12 months",Wean from heat lamps at 6 weeks,10-14 eggs,"Racoons, Bobcats, Foxes, Coyotes, Weasels, Birds of Prey, Skunks, Snakes, and Rodents",bird,8-14 inches,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,China,Unknown,1,0,0
Savannah Sparrow,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Passerellidae,Passerculus,Passerculus sandwichensis,"Flies, caterpillars, beetles",Chicks,Unknown,"170,000,000",Environmental loss and ingesting insecticide,A yellow stripe over its eyes,Unknown,Unknown,"Open fields, prairies, meadows, and salt marshes",Omnivore,Unknown,Flock,Savannah Sparrow,Unkown,Unknown,Unknown,Unknown,BrownGreyYellowWhiteTan,Feathers,Unknown,2 - 6 years,.53 - 1 oz.,4 - 7 inches,Unknown,Unknown,Unknown,"Snakes, cats, and hawks",Unknown,Unknown,Its breast is white with dark streaks,Unknown,Unknown,Unknown,10 - 13 days,3 weeks,Unknown,Unknown,Unknown,Approximately 21 days,On the ground beneath decaying vegetable matter,Unknown,Unknown,Unknown,Unknown,1,0,0
Mallard,"['Africa', 'Asia', 'Central-America', 'Europe', 'North-America', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,Anas platyrhynchos,"Vegetation, insects, worms, and snails",Unknown,Flock,Unknown,Habitat loss and hunting,The iridescent green or blue-headed plumage of the male,Wild duck,Unknown,"Wetlands, lakes, streams, and ponds",Omnivore,Unknown,Unknown,Mallard,1.0,Worldwide,Unknown,Unknown,BrownGreyWhiteGreenOrange,Feathers,60 mph,5-10 years,38g on average (.084 pounds),20-26 inches,Unknown,Unknown,Unknown,Unknown,Bird,Unknown,Unknown,Unknown,Unknown,2.7-3.2ft,26-30 days,Unknown,Unknown,Unknown,Unknown,Unknown, Tall and dense vegetation near the water,52-60 days,Unknown,Unknown,1.0,1,0,0
Bird,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'Ocean', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Forests and shrub land close to water,Omnivore,Unknown,Unknown,Unknown,Unkown,Unknown,Not all birds are able to fly!,Unknown,BrownGreyYellowRedBlueBlackWhiteOrangePink,Feathers,200 mph,1 - 100 years,0.002kg - 130kg (0.004lbs - 286lbs),Unknown,Unknown,Unknown,Unknown,"Foxes, Birds, Wild dogs",Bird,5cm - 270cm (2in - 106in),"Light, feathered body and beak",Unknown,Unknown,9cm - 300cm (4in - 118in),Unknown,Unknown,5.0,"Fruit, Spiders, Insects, Seeds",Unknown,Unknown,Unknown,Unknown,Fruit,Unknown,Unknown,1,0,0
Eurasian Jay,"['Africa', 'Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Corvidae,Garrulus,Garrulus glandarius,"Fruits, grains, nuts, snails, slugs, worms, insects, and birds",Unknown,Unknown,30-66 million mature individuals,Habitat loss,The bright blue wing feathers,Common jay,Unknown,Mixed forests and grasslands,Omnivore,Unknown,Unknown,Eurasian jay,1.0,Eurasia and North Africa,Unknown,Unknown,BrownBlueBlackWhite,Feathers,20 mph,Unknown,170g (6oz),Unknown,Unknown,Unknown,Unknown,"Cats, martens, owls, crows, eagles, and others",Bird,34-35cm (13-14in),Unknown,Unknown,Unknown,52-58m (20-23in),18 days,Unknown,Unknown,Unknown,Unknown,Unknown,Trees and bushes,20-23 days,Unknown,Unknown,Unknown,1,0,0
Spixs Macaw,['Extinct in the Wild'],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Cyanopsitta,Cyanopsitta spixii,Unknown,Unknown,Flocks,At least 160,Habitat Loss,Luxurious Blue Plumage,Unknown,Unknown,Desert Woodlands,Omnivore,Unknown,Diurnal,Spix's Macaw,Unkown,Brazil,One of earth's rarest animals!,Birds,Unknown,Feathers,Unknown,20 to 40 years,360g (12.7oz),56cm (22in),Unknown,Unknown,Unknown,"Rats, feral cats, mongooses, and monkeys",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,26 days,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,0,0
Golden Oriole,"['Africa', 'Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Passeriformes,Oriolidae,Oriolus,Oriolus oriolus,"Insects, Fruit, Seeds",Chick,Solitary,Sustainable,Habitat loss,Unknown,Eurasian Oriole,Unknown,Woodlands and open forests,Omnivore,Unknown,Diurnal,Golden Oriole,2.0,Across Europe and Asia,Migrates between Europe and Asia!,Bird,BrownYellowBlackGreen,Feathers,26 mph,8 - 12 years,15g - 20g (0.5oz - 0.7oz),Unknown,1 year,Unknown,Unknown,"Eagles, Storks, Raptors",Unknown,20cm - 24cm (7.8in - 9.4in),Yellow plumage of males and bright red eyes,Unknown,Unknown,44cm - 47cm (17in - 18.5in),15 - 18 days,20 days,4.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,1,0
Ibis,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Oceania', 'South-America']",Animalia,Chordata,Aves,Ciconiiformes,Threskiornithidae,Unknown,Threskiornithidae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Marshes, wetlands and swamps",Omnivore,Unknown,Flock,Unknown,Unkown,Unknown,"Found in swamps, marshes and wetlands!",Unknown,BrownGreyBlackWhite,Feathers,Unknown,8 - 15 years,0.3kg - 2kg (0.6lbs - 4lbs),Unknown,Unknown,Unknown,Unknown,"Falcon, Hawks, Herons",Bird,50cm - 65cm (19.7in - 25in),Rounded body and long neck and beak,Unknown,Unknown,80cm - 120cm (32in - 47in),Unknown,Unknown,2.0,"Fish, Crab, Insects",Unknown,Unknown,Unknown,Unknown,Fish,Unknown,Unknown,1,0,0
Dunnock,"['Asia', 'Europe', 'Oceania']",Animalia,Chordata,Aves,Passeriformes,Prunellidae,Prunella,Prunella modularis,"Insects, spiders, worms, and seeds",Unknown,Unknown,25-44 million mature individuals,Habitat loss,The dark streaks on the back,"Hedge accentor, hedge sparrow, or hedge warbler",Unknown,"Shrubs, woodlands, hedgerows, and gardens",Omnivore,Unknown,Unknown,Dunnock,1.0,Europe and Western Asia,Unknown,Unknown,BrownGreyBlack,Unknown,Unknown,Up to 11 years old,19-24g (0.6-0.9oz),Unknown,Unknown,Unknown,Unknown,Cats and sparrowhawks,Bird,14cm (5.5in),Unknown,Unknown,Unknown,19-21cm (7.5-8.2in),12-13 days,Unknown,Unknown,Unknown,Unknown,Unknown,Shrubs or trees,11-12 days,Unknown,Unknown,1.0,0,1,0
House Finch,"['Central-America', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Fringillidae,Haemorhous,Haemorhous mexicanus,Unknown,Unknown,Unknown,20 million – 40 million,Predators,Bright red colors,American rosefinch,Unknown,"Grasslands, deserts, forests, cities, and suburbs",Herbivore,Unknown,Unknown,House finch,1.0,North America,Unknown,Unknown,BrownRedWhite,Unknown,Unknown,Up to 11 years,19g – 22g,5.5in,Unknown,Unknown,Unknown,"Raccoons, skunks, snakes, squirrels, rats, chipmunks, and other birds",Bird,6in,Unknown,Unknown,Unknown,8in – 10in,14 days,Unknown,Unknown,Unknown,Unknown,Unknown,Tree branches and other high structures,12 – 19 days,"Grains, seeds, buds, and flowers",Unknown,1.0,1,0,0
Ural owl,"['Asia', 'Eurasia', 'Europe']",Animalia,Chordata,Aves,Strigiformes,Strigidae,Strix,Strix uralensis,"Voles, shrews, rodents, birds, frogs, and insects",Unknown,Unknown,Up to 1.2 million mature individuals,Habitat loss,The large facial discs,Unknown,Unknown,Conifer and mixed forests,Carnivore,Unknown,Unknown,Ural Owl,1.0,Northern Eurasia,Unknown,Unknown,BlackWhiteLight-Brown,Feathers,Unknown,Up to 24 years old,"450-1,020g (1-2.2lbs)",Unknown,Unknown,Unknown,Unknown,Birds of prey and felines,Bird,50-64cm (20-25in),Unknown,Unknown,Unknown,1.1-1.3m (43-53in),A month,Unknown,Unknown,Unknown,Unknown,Unknown,Hollow tree cavities,1-2 months,Unknown,Unknown,Unknown,1,0,0
Blackpoll Warbler,"['Europe', 'North-America']",Animalia,Chordata,Aves,Passeriformes,Parulidae,Setophage,Setophaga striata,"Flies, lice, beetles, fruit",Unknown,Unknown,"59,000,000",habitat loss,Black feathers on its head (males),New World warbler,Unknown,Evergreen forests and thickets,Omnivore,Unknown,Unknown,Blackpoll warbler,Unkown,"North America, South America, western Europe",Unknown,Unknown,BrownBlackWhiteGreen,Unknown,37 mph,3-6 years, 0.4-0.5 ounces,Up to 5.5inches,Unknown,Unknown,3-5 eggs,hawks and snakes,bird,3-4 inches,Unknown,Unknown,Unknown,8-9 inches,12 days,Unknown,Unknown,Unknown,Unknown,Unknown,in trees- up to 30 feet above the ground,11-12 days,Unknown,Unknown,1.0,1,0,0
Tropicbird,['Ocean'],Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Tropical islands and cliffs,Carnivore,Unknown,Flock,Unknown,Unkown,Unknown,Nests on tropical islands and cliffs!,Unknown,BrownYellowBlackWhite,Feathers,30 mph,10 - 16 years,0.3kg - 0.7kg (0.6lbs - 1.5lbs),75cm - 100cm (30in - 40in),Unknown,Unknown,Unknown,"Dogs, Cats, Stouts",Bird,Unknown,Long pointed beak and large body size,Unknown,Unknown,94 to 112 cm,40 to 42 days,Unknown,1.0,"Fish. Squid, Flying Fish",Unknown,Unknown,Ground or rocky cliffs,Adult feather appear at two to three years,Fish,Unknown,1.0,1,0,0
Eagle,"['Africa', 'Asia', 'Central-America', 'Eurasia', 'Europe', 'North-America', 'South-America']",Animalia,Chordata,Aves,Falconiformes,Accipitridae,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Open waters like rivers, lakes and coastal regions",Carnivore,Unknown,Solitary,Unknown,Unkown,Unknown,Has exceptional eyesight!,Unknown,BrownGreyYellowBlackWhite,Feathers,100 mph,15 - 30 years,0.5kg - 7kg (1.1lbs - 15.4lbs),Unknown,Unknown,Unknown,Unknown,"Human, Hawk, Raccoon",Bird,40cm - 100cm (15.7in - 39.3in),"Long curved beak and strong, sharp claws",Unknown,Unknown,70cm - 250cm (27.5in - 98in),Unknown,Unknown,2.0,"Fish, Mammals, Reptiles",Unknown,Unknown,In trees or on cliffs,Unknown,Fish,Unknown,Unknown,1,0,0
Eclectus Parrot,['Oceania'],Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Eclectus,Eclectus roratus,Unknown,Unknown,Unknown,"7,300 – 51,000 mature adults",Pet trade,Bright colors (typically green and red),Unknown,Unknown,Rainforests,Herbivore,Unknown,Unknown,Eclectus parrot,1.0,"The Solomon Islands, Indonesia, New Guinea, Australia, the Moluccas",Unknown,Unknown,RedBlueGreen,Leather,40 mph,30+ years,16 ounces,12 – 14.5 inches,Unknown,Unknown,2 eggs,"Possums, birds of prey, wild dogs",Bird,Unknown,Unknown,Unknown,Unknown,8-10 inches,28-30 days,Unknown,2.0,Unknown,Unknown,Unknown,Holes in high trees,Around 7 months,Unknown,Unknown,Unknown,1,0,0
